database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	L_01_1	L_02_1	L_03_1	L_04_1	L_05_1	L_06_1	L_08_1	L_09_1	L_10_1	L_11_1	L_12_1	L_13_1	L_16_1	L_17_1	L_18_1	L_19_1	L_20_1	L_21_1	L_22_1	L_23_1	L_24_1	L_25_1	L_26_1	L_27_1	L_28_1	L_29_1	L_30_1	L_31_1	L_32_1	L_33_1	L_34_1	L_35_1	L_36_1	L_37_1	L_38_1	L_39_1	L_40_1	L_42_1	L_44_1	L_45_1	L_46_1	L_47_1	L_48_1	L_50_1	L_51_1	L_52_1	L_53_1	L_54_1	L_57_1	L_60_1	alkane_1
CHEBI:37661	C6H12O6			Glucopyranose					1955	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										35.4139	33.6496	27.7906	22.4785	30.0014	18.2005	36.4813	35.4522	49.972	30.9485	31.1889	41.1854	56.2617	46.125	24.1678	38.0682	196.1685	19.8235	24.9323	27.0795	18.2045	20.2522	49.9014	27.2751	24.4146	24.4003	22.0396	22.0667	254.6762	19.9634	29.1839	34.6552	26.8657	21.4375	32.8631	50.1645	23.6302	52.0517	37.6702	25.3675	18.4476	55.5387	50.9297	53.6018	48.7539	36.0764	34.9069	36.6681	44.3392	49.4942	
unknown				MST					1975	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										14.5006	12.5972	20.6969	19.895	9.6475	13.2824	19.4808	17.3926	13.3204	16.3311	7.0317	21.8564	8.7099	10.4722	13.1524	12.6346	13.2652	12.6285	13.8838	11.9355	10.8946	9.4853	8.7437	9.6586	13.5687	11.3855	9.1197	11.3449	14.0612	10.1633	9.9876	10.1041	12.2955	9.5738	10.5101	10.8174	7.5183	11.0013	11.1193	13.8187	13.2559	12.1656	16.5419	11.6415	10.6368	12.8657	14.2694	33.5953	10.7249	8.9421	
CHEBI:24148	C6H11O7-			Galactonate					1984	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										40.9077	24.9472	45.2803	41.3427	38.0128	37.1798	45.2588	45.9541	39.9005	44.5027	37.7929	43.2742	23.62	33.5616	42.4144	46.1871	41.015	38.1144	39.8051	25.0535	17.1706	34.0374	34.0422	33.984	26.3794	35.7986	33.0586	37.1447	18.1851	34.0269	31.5128	30.2266	17.2721	34.9164	36.144	27.0991	27.392	45.8991	35.0059	40.952	40.4017	42.4706	48.9462	41.9233	39.3552	44.426	43.2584	49.1385	46.5019	36.1455	
CHEBI:16543	C7H14N2O3	CC(=O)NC(CCCN)C(=O)O	InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1	N-acetyl-Ornithine					1990	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										4.1501	2.584	3.653	3.4394	5.9052	5.3052	4.1556	7.2398	6.8503	2.8874	2.2515	7.1226	1.801	2.9913	6.7934	5.9299	6.0055	7.3646	5.8909	3.6541	2.8526	3.8051	5.9539	5.5824	4.7732	5.7701	4.765	5.0722	3.5453	6.4361	4.3538	3.9986	1.6447	3.7175	3.0763	4.2924	2.4946	10.734	5.2492	8.9579	7.1841	9.6327	8.8156	8.0437	7.8862	12.9432	13.0143	8.9778	7.6179	6.4017	
CHEBI:28300	C5H10N2O3	NC(CCC(N)=O)C(O)=O	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1	Glutamine					1991	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										13.606	6.6382	13.9438	13.3973	16.4758	11.939	13.3238	17.1245	16.6283	15.0088	19.9017	15.7238	7.0197	10.3644	16.1172	19.7402	16.2163	14.031	15.4778	6.7722	5.2951	13.6539	15.9646	17.0923	5.7262	13.1805	15.889	13.7899	6.505	15.8295	12.3626	14.7553	6.2466	17.5284	14.4423	13.4928	15.1572	17.1077	11.8761	12.0947	13.0155	12.4315	12.9661	18.0837	13.1423	13.0432	12.6548	11.3962	13.4747	13.4815	
unknown				MST					2000	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										6.6224	5.6762	5.5073	7.9382	7.7161	6.2473	7.6126	8.3108	8.3125	9.2149	6.5714	7.8928	6.8937	7.5737	7.1023	7.6788	8.5237	5.8428	5.4698	3.4635	3.2585	6.301	7.8144	6.5695	3.3305	6.7211	7.2949	6.287	4.1094	6.8111	5.5204	4.9407	3.7242	6.5162	7.079	4.5039	6.9625	11.6284	9.0989	8.8216	9.0007	11.1369	11.0006	8.8049	10.8804	12.4538	11.2318	38.7029	8.6897	8.8705	
unknown				MST					2008	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										78.681	63.112	47.9171	11.5253	83.4934	9.8918	91.2098	83.4153	63.1401	93.6276	33.5311	42.7211	50.7896	74.0176	10.7279	82.7764	79.4237	12.4721	11.7952	23.5069	17.5001	8.3666	71.1295	50.3074	6.6005	8.9688	40.2176	9.9011	26.9627	10.6801	8.8815	42.8361	32.5794	12.535	26.8195	18.3195	56.6328	45.815	82.8707	5.5958	5.983	61.3682	12.4905	32.1231	71.0451	10.7939	7.417	56.9532	21.6653	55.6757	
unknown				MST					2016	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										3.8906	4.6757	4.6798	6.683	7.3921	6.6317	5.7749	3.0306	3.2808	7.2971	6.1785	5.4987	7.3962	5.2358	5.4047	4.3058	3.8526	4.8796	7.2099	4.759	5.5111	5.7476	3.249	5.4479	2.9736	7.8316	4.1673	4.2866	7.8067	4.2328	5.1303	2.6007	4.9149	5.0836	7.7732	3.3109	4.353	3.3666	6.0262	3.5521	6.1252	4.6918	4.2614	6.6378	5.6768	4.0708	3.8481	1.1229	7.2724	6.9275	
unknown				MST					2018	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										2.375	1.3338	2.7594	1.8074	1.7965	1.3147	3.1455	3.1109	2.4594	2.6162	2.1693	1.8914	1.1975	1.8604	1.7243	2.8528	2.9468	1.9165	1.7178	0.64191	0.48251	1.6101	2.0984	2.0252	0.87082	1.3296	1.8466	1.2747	0.53785	1.3253	0.92321	1.3893	0.41313	1.2695	1.379	0.94985	1.1504	2.6576	1.6151	1.4739	1.2728	2.6113	2.2223	1.5927	2.1565	2.1417	1.1499	1.7207	1.7645	2.0897	
CHEBI:7896	C16H31O2-	CCCCCCCCCCCCCCCC(=O)[O-]	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/p-1	Hexadecanoate					2040	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										520.1601	507.3867	488.0583	485.9779	486.4456	479.8481	484.1897	486.011	517.9531	483.1096	472.8128	498.3958	530.4956	515.0344	504.1163	486.7305	506.5976	484.5571	486.5118	504.5834	497.7796	457.8701	477.6597	474.1861	495.3585	500.7742	464.4356	503.6419	491.2033	456.6986	510.2788	482.3014	471.5437	492.8264	489.7339	485.0508	457.9142	480.5645	452.7635	488.9916	467.8647	490.2595	472.9984	468.406	538.0138	488.1484	475.6423	450.5083	481.0115	460.3608	
CHEBI:30023	C11H11O5-	COc1cc(cc(OC)c1O)C=CC([O-])=O	InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/p-1/b4-3+	Sinapate					2050	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										195.3913	155.3017	230.495	235.4962	208.2645	193.1071	216.5616	210.1084	196.4095	222.5156	216.4962	198.5098	143.9603	159.6393	228.7927	199.2058	196.5144	191.1668	194.8574	119.2521	95.364	133.655	163.8569	178.2441	110.9964	167.5381	154.5714	170.5446	110.3257	174.6391	141.3314	143.0209	114.9494	160.4341	180.7721	121.9727	139.3679	186.928	158.2697	170.751	170.6407	183.4364	182.4916	160.4418	169.9739	165.3188	163.0366	209.2598	222.9284	157.1036	
unknown				MST					2057	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										286.3028	123.6732	244.9506	306.3385	248.831	292.4486	293.2593	295.8931	182.758	290.2459	256.5544	318.0008	149.4805	196.8892	338.6166	385.4843	257.1813	228.9824	291.2083	144.684	118.6514	243.8465	189.1728	243.7468	174.5944	223.5756	254.5929	228.1463	117.0294	240.7105	173.7093	205.5632	97.0466	198.2235	237.8343	183.1571	229.4062	464.4078	412.874	342.2838	443.3812	354.909	405.3313	449.7751	324.255	349.7589	437.5108	380.7258	393.051	339.9574	
unknown				MST					2058	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										425.5498	228.6006	111.9497	173.67	124.6929	184.2878	155.3895	423.2642	333.1294	135.792	127.19	479.8346	79.8936	343.9357	358.5033	492.6718	282.3045	295.821	136.9412	264.3412	107.1185	144.4235	321.6476	122.5467	310.6067	120.8094	147.1978	352.8523	65.2897	148.8035	323.9128	342.2749	52.9986	309.4624	121.3702	326.8938	115.8893	294.9702	155.5095	327.6229	170.2415	321.9257	482.9575	166.5255	276.5976	515.7102	547.8067	465.6691	180.7559	157.5804	
unknown				MST					2076	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										24.1665	14.3329	12.5409	23.6438	33.5137	41.791	18.9263	34.7093	35.9197	21.3756	65.3159	21.6541	15.8496	55.4618	88.2753	68.5405	38.7107	29.3255	26.5172	33.9932	13.2762	35.1604	68.4674	42.8688	15.7508	29.2365	67.8861	57.26	7.3665	51.1178	59.0237	56.1504	5.5032	85.6957	31.8565	57.4947	72.4433	201.5755	100.094	134.7163	74.3457	86.4731	141.3832	123.3305	110.764	185.7245	181.2476	9.3456	83.1426	122.2992	
CHEBI:17268	C6H12O6	C1(C(C(C(C(C1O)O)O)O)O)O	InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H	myo-Inositol					2085	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										2187.031	1537.5909	1941.9481	1597.8798	1712.3925	1471.6127	1858.1093	2160.8608	2056.9523	1849.7436	1539.7646	2097.0181	1157.7142	1897.1495	1642.3825	2240.0837	2018.5972	1637.1604	1651.7012	1368.3139	966.0465	1383.6369	1925.7677	1752.7421	1317.6896	1424.238	1609.3285	1329.6439	1038.5001	1558.9777	1193.8541	1748.7002	962.5062	1661.4395	1501.4424	1465.2258	1300.2616	2012.256	1720.0175	1901.115	1555.0325	1880.4338	1940.2222	1816.1249	1923.2364	1991.8502	1905.2504	2181.5751	1741.1171	1678.925	
unknown				MST					2096	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										108.4598	59.9616	109.2981	97.4554	96.6143	105.1036	112.0211	122.9677	103.0552	107.1796	97.6376	111.6239	59.6385	90.1862	111.3138	118.9267	101.0418	106.7754	107.862	67.4117	46.6075	92.8278	103.3362	105.0551	72.3151	102.8772	102.6772	109.5894	42.4548	98.4793	84.554	91.5576	43.2678	99.3223	94.2124	78.4056	84.0739	114.9252	87.6999	107.793	103.584	109.6514	120.8716	109.397	109.0008	116.0292	114.9312	100.2084	105.1179	96.9157	
unknown				MST					2119	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										3.511	4.2067	9.0306	2.8566	2.7961	5.9722	6.5439	4.8447	5.0987	4.8857	4.7222	6.1336	4.381	6.9184	6.6352	8.6659	5.958	6.4517	6.1898	5.1325	2.369	3.975	4.8124	4.1776	4.3879	4.2105	4.7343	6.2316	1.8733	5.1908	4.5468	2.3939	1.6859	3.7508	3.9699	4.9539	3.3887	5.6196	3.2808	4.6119	5.1014	6.4697	6.2123	4.5334	4.1929	4.0692	6.081	4.9219	5.9876	4.277	
unknown				MST					2126	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										8.1795	6.8285	14.0658	4.6305	6.4667	8.9763	11.6796	10.3302	8.8196	9.7758	8.552	10.9262	5.6278	14.303	12.1723	17.1537	12.1521	11.2708	10.1318	8.5933	3.4515	7.6096	10.8119	7.687	6.9963	8.2933	8.243	11.5088	3.2963	8.4784	7.3038	6.7858	2.24	8.5382	7.1499	7.7299	6.5571	12.228	6.9734	9.5979	9.5352	12.5481	13.7597	10.3988	9.4532	10.3494	12.867	8.9705	11.4055	8.0904	
unknown				MST					2155	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										22.8381	10.6218	25.8881	19.703	23.3438	20.7231	24.7015	25.1705	23.5523	27.3009	22.6581	24.2369	15.0707	18.2321	26.593	27.0725	21.0636	22.7667	24.101	12.4721	9.9205	18.1158	20.7932	24.6059	14.0565	22.2405	20.7927	21.2977	9.934	21.3034	15.8095	17.2042	8.8962	20.0347	21.8991	15.8004	18.1778	29.3069	22.3298	28.2451	25.9226	27.1558	29.0456	32.5281	26.1109	27.4789	31.5838	22.2024	31.6952	23.1258	
unknown				MST					2161	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										5.6581	3.9964	5.0551	18.6693	5.2828	12.7534	3.6305	3.2226	7.3975	4.7331	27.0967	13.9463	7.8855	14.0686	11.2574	16.068	5.6551	5.1055	2.7756	1.8506	1.9235	3.6125	3.7788	4.4853	4.1945	3.0811	6.1474	2.9671	2.5773	5.2861	5.1944	7.5476	9.2871	9.4349	3.0941	12.0129	2.6505	15.0387	6.5633	9.0572	5.9104	4.2843	4.3471	8.4826	4.9209	20.8236	5.8057	5.8017	11.9068	5.1955	
unknown				MST					2168	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										14.39	5.0858	22.272	14.7056	19.1244	14.4911	21.2616	20.0959	20.0208	17.4845	11.7431	14.8475	7.2569	16.8886	19.2259	18.0604	21.7839	24.1774	26.9684	12.4584	6.5824	20.7978	25.2443	26.0269	9.389	23.9061	22.781	15.0419	10.5696	21.3482	13.1298	20.7492	7.5881	22.5248	20.6592	13.4327	19.4376	25.596	24.983	25.3977	20.9217	23.593	22.8974	32.247	22.7958	16.2715	25.0893	14.7953	24.3954	24.9471	
unknown				MST					2197	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										21.0705	18.9223	15.8363	15.5065	14.389	15.8851	14.2935	20.0888	18.3959	14.7771	15.2975	24.9801	11.7753	20.4183	20.5016	22.3539	15.1527	18.2796	16.541	22.0469	16.4431	15.7022	17.4412	15.1078	22.5653	15.6961	14.8715	17.4494	12.2829	14.9271	19.4453	18.5473	12.3674	17.6252	15.1985	21.1248	13.1519	18.4268	13.9087	18.2505	16.0365	19.7627	26.9553	17.9432	18.9206	23.3741	25.6295	14.8806	18.7097	17.124	
CHEBI:30245	C18H31O2-	CCCCCC=C/CC=C/CCCCCCCC([O-])=O	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/p-1/b7-6-,10-9-	Linoleate					2208	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										43.7893	54.4336	38.3162	55.9851	50.4171	54.0515	39.7728	38.7954	36.2351	47.8748	43.3603	62.4245	58.2521	61.62	49.1446	52.4657	34.5921	46.2034	51.1516	62.6817	59.312	42.6174	39.8087	39.8228	53.2223	53.6658	33.3673	45.9183	52.4867	36.0578	52.4824	44.7571	40.8134	47.9221	50.7322	46.9969	32.991	30.7946	37.675	33.6659	42.1079	40.8834	48.4249	42.4085	46.1445	51.491	42.1386	8.3491	44.8267	40.4354	
CHEBI:32387|CHEBI:32391	C18H29O2-	CCC=C/CC=C/CC=C/CCCCCCCC([O-])=O|CCCCCC=C/CC=C/CC=C/CCCCC([O-])=O	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/p-1/b4-3-,7-6-,10-9-|InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,12-13H,2-5,8,11,14-17H2,1H3,(H,19,20)/p-1/b7-6-,10-9-,13-12-	Linolenate					2216	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										81.9216	82.5457	53.3987	96.9702	99.5126	96.5173	71.9587	50.4374	47.8568	93.6097	78.8739	120.2201	101.6858	89.7253	81.418	82.6789	50.4275	73.7867	94.5461	91.5263	85.8822	78.5319	54.9826	63.1017	84.2499	99.2229	50.9735	71.8054	100.4451	52.1722	80.0009	64.3798	62.7441	77.3963	99.8003	59.2362	51.7635	45.8649	72.582	46.9812	77.7945	65.0497	61.5039	83.4281	82.9485	86.0417	67.6688	4.5944	86.2304	73.0594	
CHEBI:25629	C18H35O2-	CCCCCCCCCCCCCCCCCC([O-])=O	InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)/p-1	Stearate					2237	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										20.8277	17.9758	13.3119	9.9041	10.3701	11.3323	6.6156	7.3834	13.7776	9.7053	10.5144	8.6404	14.3081	12.4292	12.4128	6.7671	12.1626	7.8519	9.9511	16.2169	20.8211	10.5105	7.9996	8.6635	12.0123	10.3649	12.7189	11.7457	13.1994	10.1042	13.5365	12.1537	13.2742	10.9977	11.5972	10.62	8.478	13.2562	12.4198	11.3898	10.2725	10.6336	11.7254	11.2659	22.8534	12.4968	12.0958	29.0583	11.9725	11.8827	
CHEBI:30023	C11H11O5-	COc1cc(cc(OC)c1O)C=CC([O-])=O	InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/p-1/b4-3+	Sinapate					2239	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										211.276	133.2129	169.9352	197.5088	160.4666	163.461	181.4873	207.5763	200.8111	175.311	169.4258	227.9435	99.596	151.6246	228.0315	219.1586	212.8173	176.8781	141.999	114.4683	75.9142	107.351	151.1283	138.7077	119.4366	137.3123	145.5899	188.1592	64.0958	154.3951	125.4291	127.7791	71.775	154.7605	151.3257	121.0525	103.9823	169.463	129.4289	189.3205	147.8533	186.997	224.7157	142.4478	163.6481	191.2546	167.0786	198.0592	195.7111	133.5471	
CHEBI:16610	C7H19N3	C(CCNCCCN)CN	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	Spermidine					2252	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										17.9159	17.3426	19.8569	23.6267	24.35	22.9758	17.2234	21.4683	19.7823	22.9183	24.421	23.02	13.7658	24.8788	22.8013	28.7715	23.1773	19.8091	23.5005	22.1823	17.1713	30.2562	23.731	21.7124	18.2441	24.4126	22.6431	22.0689	14.4367	27.6966	28.0909	26.1777	13.4732	23.3972	24.1406	28.501	24.2921	24.2623	19.7077	23.507	16.1401	26.7876	32.9296	24.4952	24.7867	22.0899	29.8133	8.5202	21.6768	27.8409	
unknown				MST					2260	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										20.9762	11.8912	18.7625	17.4484	15.0176	15.6296	18.7661	22.5181	17.3593	17.4315	14.8882	20.7134	8.2118	15.7638	18.5531	20.9433	18.9505	18.0901	15.2112	12.9256	7.8431	13.9617	17.4451	14.2983	12.8171	12.9542	14.4567	16.9398	5.8447	13.9304	12.6554	15.2912	6.748	15.8788	13.881	13.8125	11.5399	14.0586	10.5383	14.0714	11.8731	12.2606	15.9472	11.0058	10.7943	16.7403	13.9293	11.1434	12.9325	9.7483	
CHEBI:88003	C6H13O9P			Fructose 6-phosphate					2285	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										24.7677	15.1008	25.0255	21.4203	19.8584	25.5332	21.4508	26.4528	21.9279	21.3883	20.1375	24.413	10.2344	21.583	27.0039	23.6375	23.934	22.069	18.9799	17.0055	14.5871	20.774	23.7785	20.6024	16.6045	18.5983	19.951	22.6369	12.5881	21.1949	19.7255	21.4472	10.2187	25.3822	19.4358	20.5545	20.7896	52.6513	32.7599	48.7871	40.326	47.0206	57.3057	42.2058	52.6988	55.0968	49.334	31.6295	40.2129	37.8559	
CHEBI:616988	C6H13O9P			Mannose-6-phosphate					2288	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										25.3549	20.935	45.0183	42.1808	43.2937	36.9577	43.5744	40.4925	33.5797	43.3527	38.0455	32.1891	40.5986	34.3296	34.9604	33.1022	35.2826	36.6803	47.285	24.441	24.8747	41.0896	40.1298	53.0501	23.308	42.0621	36.7535	28.7748	35.8031	43.7653	32.9731	30.2637	29.512	36.8191	46.1051	29.9225	38.8603	31.3006	31.4427	24.4229	30.6305	24.471	22.2122	40.6471	26.2633	17.5465	18.3659	11.1843	31.2126	30.7988	
CHEBI:14314	C6H13O9P			Glucose-6-phosphate					2299	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										84.8853	51.3339	80.6421	71.7728	74.4566	81.8344	81.4223	91.9464	75.5555	68.852	62.0039	76.6054	39.0477	78.0652	78.2425	77.4786	75.2552	66.4387	64.9756	58.4938	49.5565	69.9294	90.026	86.9447	55.2509	66.5426	65.1677	65.9243	51.45	65.9035	57.4506	74.937	36.1096	81.7841	59.4635	63.9816	82.886	123.6892	98.1712	113.1898	114.4036	96.1877	103.9164	124.143	115.3635	130.9771	102.7126	84.4977	84.7349	94.4354	
CHEBI:14314	C6H13O9P			Glucose-6-phosphate					2322	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										9.6434	4.9664	11.408	9.2982	10.9365	10.3397	11.7194	11.2251	8.7229	9.6843	8.3115	8.2909	4.5656	7.8944	9.7254	8.5082	9.5447	8.7597	9.0649	6.5787	7.4587	9.3595	11.1872	12.6226	6.1785	9.4055	9.408	8.366	7.1733	8.7118	7.1691	8.9949	4.6407	11.1676	8.4704	7.2119	12.7865	17.6424	14.5652	15.5417	17.5878	13.7979	14.2944	18.0468	16.8004	16.8975	13.0892	10.955	12.323	14.1933	
unknown				MST					2335	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										2.9007	2.3496	2.976	3.3878	2.8788	3.434	2.8914	3.4677	3.4095	3.2089	2.8433	2.6214	1.7107	2.7243	3.5344	3.5447	2.9019	2.7378	2.9691	2.2068	1.8757	2.4472	2.691	2.6461	2.1026	2.6489	2.8406	2.7407	1.6465	3.0132	2.3729	2.5962	1.311	2.8422	2.5734	2.7055	2.0972	4.0271	2.9597	4.1258	3.348	3.5655	4.1933	3.8113	3.2754	4.0279	4.0239	3.0482	3.9325	3.368	
unknown				MST					2354	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										22.6879	15.7599	25.7038	21.3259	23.4297	21.8475	25.564	26.2514	22.2955	26.101	21.6074	24.2613	16.324	20.2886	22.9432	27.6459	24.3754	23.6268	23.9503	17.1806	13.5866	20.0785	23.0512	25.9902	17.3404	23.5405	22.9017	21.963	12.5118	21.7515	18.3383	20.9454	12.3697	21.5058	23.3483	17.5258	19.8744	25.2501	22.7277	23.508	25.1509	26.3798	26.1702	27.1146	26.3322	24.3829	24.574	23.4914	26.4719	23.5758	
unknown				MST					2376	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										3.0894	5.3586	23.8517	4.2676	4.0822	3.232	20.7687	5.7596	3.997	6.4894	4.1109	10.0618	4.092	3.7543	11.7106	3.2636	8.8975	3.3499	3.4633	2.3479	2.9553	2.7074	3.059	3.6175	4.2735	3.5232	4.0487	3.2305	1.906	3.3617	3.2256	2.5667	1.9927	2.5982	2.9818	2.7535	2.2095	5.1129	2.9599	4.7356	3.936	16.2999	9.6601	8.6022	6.1731	5.2523	6.7872	5.6246	13.1601	4.2301	
unknown				PR-MST					2383	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										4.4282	6.5013	14.1447	4.826	4.4295	4.4846	12.3187	6.3969	4.5477	5.7332	4.809	10.5767	2.6561	4.2488	10.1473	6.1908	7.9877	4.8715	4.6814	3.8751	2.9032	3.2064	4.443	4.1921	4.9929	4.1954	4.0829	3.946	2.0473	4.3154	3.5066	4.0654	1.669	4.1177	3.9019	4.4356	3.127	5.3995	3.3635	6.1608	4.7315	11.0834	10.0117	8.8796	6.1558	6.2538	8.504	8.2335	9.6956	4.6279	
CHEBI:18297	C6H13O9P	O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O	InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/t1-,2-,3+,4-,5-,6-/m1/s1	Inositol-1-phosphate					2404	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										38.1271	43.2158	48.5296	47.8646	44.5744	47.955	47.0576	50.5743	47.4668	49.3011	43.6844	33.5186	35.614	55.1806	52.6857	49.2447	43.336	47.7257	49.7573	44.371	43.4554	42.0577	43.9406	44.0153	39.5215	49.2003	42.5923	44.9939	41.2032	42.3546	43.6834	37.2765	37.3819	46.0451	46.8898	42.5771	38.1111	44.008	40.5256	44.7469	46.7063	46.6059	51.0715	47.0773	44.4557	42.4507	47.6996	22.4751	49.6005	42.306	
unknown				sugar disaccharide					2426	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										5.0586	2.4281	3.4206	4.2186	3.3551	3.7428	3.7771	5.4319	3.1861	4.1422	3.1508	5.6667	1.6987	3.4441	4.405	5.83	4.1604	3.7861	3.5642	2.7921	1.5286	3.0873	3.4383	3.2075	3.5824	3.2038	3.477	3.8001	1.3996	3.8413	3.0581	4.3375	1.3386	3.4605	3.6014	3.9831	3.286	6.0827	5.144	5.6837	5.5477	5.5842	6.4033	5.5436	5.1009	6.0974	6.1082	7.385	5.0754	4.5396	
unknown				MST					2463	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										44.9208	22.4369	36.1674	34.9377	32.2953	31.2905	34.474	45.8846	36.0335	36.1331	32.1325	41.8762	17.7453	32.8653	39.6569	42.1839	35.0661	31.6374	31.9573	24.459	15.8415	25.3642	31.2541	35.1099	25.6536	26.9516	31.5537	32.6788	15.1921	30.0807	28.3166	34.2414	14.1019	33.0982	29.7689	30.2341	27.6539	34.5336	26.9288	36.1892	27.4387	33.7611	37.838	31.7415	34.1824	44.2274	38.9337	33.719	35.76	31.0794	
